appId,url,adSupported,containsAds,released,title,score,reviews,price,free,genre,ratings,installs,size,contentRating,contentRatingDescription
com.pomelogames.MarsGame,https://play.google.com/store/apps/details?id=com.pomelogames.MarsGame&hl=en&gl=us,True,True,"Aug 10, 2016",Mars: Mars,4.5237436,66087.0,0.0,True,Action,188636.0,"5,000,000+",38M,Everyone,
ginlemon.smartlauncher.extratool,https://play.google.com/store/apps/details?id=ginlemon.smartlauncher.extratool&hl=en&gl=us,,,"Apr 27, 2014",SL Screen Off plugin,4.017536,2020.0,0.0,True,Libraries & Demo,23108.0,"1,000,000+",16k,Everyone,
com.kiloo.subwaysurf,https://play.google.com/store/apps/details?id=com.kiloo.subwaysurf&hl=en&gl=us,True,True,"Sep 20, 2012",Subway Surfers,4.447281,11040001.0,0.0,True,Arcade,32846853.0,"1,000,000,000+",94M,Everyone 10+,Fantasy Violence
com.boranuonline.idates,https://play.google.com/store/apps/details?id=com.boranuonline.idates&hl=en&gl=us,,,"Oct 19, 2016","iDates - Chat, Flirt with Singles & Fall in Love",4.513735,48246.0,0.0,True,Dating,86112.0,"1,000,000+",3.9M,Mature 17+,
com.stronglifts.app,https://play.google.com/store/apps/details?id=com.stronglifts.app&hl=en&gl=us,,,"Dec 23, 2013",Stronglifts 5x5 - Weight Lifting & Gym Workout Log,4.900629,23337.0,0.0,True,Health & Fitness,88633.0,"1,000,000+",Varies with device,Everyone,
com.outfit7.talkingtom2free,https://play.google.com/store/apps/details?id=com.outfit7.talkingtom2free&hl=en&gl=us,True,True,"Aug 22, 2011",Talking Tom Cat 2,4.410206,853824.0,0.0,True,Entertainment,3296775.0,"100,000,000+",55M,Everyone 10+,"Fantasy Violence, Comic Mischief"
video.like.lite,https://play.google.com/store/apps/details?id=video.like.lite&hl=en&gl=us,,,"Nov 9, 2018",Likee Lite - Formerly LIKE Lite Video,3.7064824,105182.0,0.0,True,Video Players & Editors,206294.0,"50,000,000+",16M,Teen,
com.cyberlink.youcammakeup,https://play.google.com/store/apps/details?id=com.cyberlink.youcammakeup&hl=en&gl=us,True,True,"Aug 7, 2014",YouCam Makeup-Magic Selfie Cam & Virtual Makeovers,4.592499,1433197.0,0.0,True,Photography,3828442.0,"100,000,000+",Varies with device,Everyone,
com.inditex.pullandbear,https://play.google.com/store/apps/details?id=com.inditex.pullandbear&hl=en&gl=us,,,"Apr 25, 2014",PULL&BEAR,4.424784,9355.0,0.0,True,Lifestyle,63962.0,"10,000,000+",82M,Everyone,
com.led.flashlight.app,https://play.google.com/store/apps/details?id=com.led.flashlight.app&hl=en&gl=us,True,True,"Mar 4, 2015",Super Flashlight + LED,4.380116,15459.0,0.0,True,Tools,55818.0,"5,000,000+",3.9M,Everyone,
com.audioaddict.di,https://play.google.com/store/apps/details?id=com.audioaddict.di&hl=en&gl=us,True,True,"Mar 10, 2011",DI.FM: Electronic Music Radio,4.5906053,31703.0,0.0,True,Music & Audio,88521.0,"5,000,000+",49M,Teen,
com.FDGEntertainment.redball4.gp,https://play.google.com/store/apps/details?id=com.FDGEntertainment.redball4.gp&hl=en&gl=us,True,True,"Oct 24, 2014",Red Ball 4,4.3853927,720878.0,0.0,True,Arcade,2002923.0,"100,000,000+",53M,Everyone,
stickers.network,https://play.google.com/store/apps/details?id=stickers.network&hl=en&gl=us,True,True,"Dec 10, 2019","Emojis, Memojis and Memes Stickers - WAStickerApps",4.6633663,6392.0,0.0,True,Personalization,15486.0,"1,000,000+",6.8M,Everyone,
com.bandsintown,https://play.google.com/store/apps/details?id=com.bandsintown&hl=en&gl=us,True,True,"Apr 10, 2012",Bandsintown Concerts,4.6134615,45575.0,0.0,True,Music & Audio,242649.0,"5,000,000+",16M,Everyone,
com.beautyvideo.photovideomaker.videoshow,https://play.google.com/store/apps/details?id=com.beautyvideo.photovideomaker.videoshow&hl=en&gl=us,True,True,"Jul 17, 2018","VMake: Video Editor, Video Maker With Music Photos",4.459753,20783.0,0.0,True,Video Players & Editors,40818.0,"5,000,000+",44M,Everyone,
ru.ok.messages,https://play.google.com/store/apps/details?id=ru.ok.messages&hl=en&gl=us,,,"Jul 13, 2016",TamTam Messenger - free chats & video calls,4.0763803,16976.0,0.0,True,Communication,55620.0,"5,000,000+",Varies with device,Teen,
com.ticno.olymptrade,https://play.google.com/store/apps/details?id=com.ticno.olymptrade&hl=en&gl=us,,,,Olymp Trade – Online Trading App,4.114153,227454.0,0.0,True,Business,449044.0,"50,000,000+",15M,Everyone,
com.facebook.orca,https://play.google.com/store/apps/details?id=com.facebook.orca&hl=en&gl=us,,,"Jan 30, 2014",Messenger – Text and Video Chat for Free,4.2466893,19994601.0,0.0,True,Communication,72663827.0,"1,000,000,000+",Varies with device,Everyone,
com.omgpop.dstfree,https://play.google.com/store/apps/details?id=com.omgpop.dstfree&hl=en&gl=us,True,True,"Feb 1, 2012",Draw Something Classic,4.203608,441145.0,0.0,True,Word,1123159.0,"50,000,000+",Varies with device,Everyone,
com.media.movie.hd.videoplayer,https://play.google.com/store/apps/details?id=com.media.movie.hd.videoplayer&hl=en&gl=us,True,True,"Feb 24, 2020",Video player app,4.708415,3971.0,0.0,True,Video Players & Editors,5200.0,"500,000+",6.1M,Teen,Language
com.matchtech.solive,https://play.google.com/store/apps/details?id=com.matchtech.solive&hl=en&gl=us,True,True,"May 16, 2019",SoLive,4.3497887,10007.0,0.0,True,Social,21741.0,"1,000,000+",59M,Mature 17+,
com.huawei.health,https://play.google.com/store/apps/details?id=com.huawei.health&hl=en&gl=us,,,"Mar 15, 2017",Huawei Health,3.2588184,89612.0,0.0,True,Health & Fitness,208079.0,"100,000,000+",95M,Everyone,
fr.creditagricole.androidapp,https://play.google.com/store/apps/details?id=fr.creditagricole.androidapp&hl=en&gl=us,,,"Jun 27, 2011",Ma Banque,3.935556,94861.0,0.0,True,Finance,250741.0,"5,000,000+",Varies with device,Everyone,
com.PepiPlay.KingsCastle,https://play.google.com/store/apps/details?id=com.PepiPlay.KingsCastle&hl=en&gl=us,True,True,"Oct 26, 2018",Pepi Wonder World,4.163902,68446.0,0.0,True,Educational,111669.0,"10,000,000+",88M,Everyone,
es.roid.and.trovit,https://play.google.com/store/apps/details?id=es.roid.and.trovit&hl=en&gl=us,True,True,,Real Estate sale & rent Trovit,4.050708,19456.0,0.0,True,House & Home,75384.0,"10,000,000+",7.7M,Everyone,
com.imangi.templerun2,https://play.google.com/store/apps/details?id=com.imangi.templerun2&hl=en&gl=us,True,True,"Jan 23, 2013",Temple Run 2,4.2837114,2533879.0,0.0,True,Action,9137469.0,"500,000,000+",85M,Everyone,
com.advasoft.touchretouch,https://play.google.com/store/apps/details?id=com.advasoft.touchretouch&hl=en&gl=us,,,"Jun 2, 2011",TouchRetouch,4.611523,8555.0,1.99,False,Photography,19140.0,"500,000+",15M,Everyone,
com.babbel.mobile.android.en,https://play.google.com/store/apps/details?id=com.babbel.mobile.android.en&hl=en&gl=us,,,"Feb 21, 2012","Babbel - Learn Languages - Spanish, French & More",4.5435247,243997.0,0.0,True,Education,512924.0,"10,000,000+",26M,Everyone,
net.manga.geek.mangamaster,https://play.google.com/store/apps/details?id=net.manga.geek.mangamaster&hl=en&gl=us,True,True,"Oct 18, 2019",Manga Geek - Free Manga Reader App,3.9702802,15417.0,0.0,True,Comics,35526.0,"1,000,000+",9.1M,Mature 17+,"Sexual Content, Nudity, Strong Language"
com.wroclawstudio.puzzlealarmclock,https://play.google.com/store/apps/details?id=com.wroclawstudio.puzzlealarmclock&hl=en&gl=us,True,True,"Mar 23, 2012",Alarm Clock Puzzle ⏰,4.0157003,11296.0,0.0,True,Tools,34721.0,"1,000,000+",5.8M,Everyone,
jp.naver.line.android,https://play.google.com/store/apps/details?id=jp.naver.line.android&hl=en&gl=us,True,True,"Jun 23, 2011",LINE: Free Calls & Messages,4.099481,3147116.0,0.0,True,Communication,12169681.0,"500,000,000+",Varies with device,Everyone,
fitapp.fittofit,https://play.google.com/store/apps/details?id=fitapp.fittofit&hl=en&gl=us,,,"Apr 12, 2017",FitToFit - Fitbit to Google Fit,4.5347223,1428.0,0.0,True,Health & Fitness,2897.0,"100,000+",3.4M,Everyone,
com.wordreference,https://play.google.com/store/apps/details?id=com.wordreference&hl=en&gl=us,True,True,"Jul 7, 2010",WordReference.com dictionaries,4.4076,14690.0,0.0,True,Books & Reference,65204.0,"5,000,000+",Varies with device,Teen,
com.drivemode.android,https://play.google.com/store/apps/details?id=com.drivemode.android&hl=en&gl=us,True,True,"Aug 25, 2014",Drivemode: Handsfree Messages And Call For Driving,4.136644,11784.0,0.0,True,Auto & Vehicles,31121.0,"1,000,000+",21M,Everyone,
com.commsource.beautyplus,https://play.google.com/store/apps/details?id=com.commsource.beautyplus&hl=en&gl=us,True,True,"Jul 14, 2013",BeautyPlus - Easy Photo Editor & Selfie Camera,4.430856,1473108.0,0.0,True,Photography,4448453.0,"100,000,000+",63M,Everyone,
com.mobvantage.CashForApps,https://play.google.com/store/apps/details?id=com.mobvantage.CashForApps&hl=en&gl=us,True,True,"May 1, 2015",Cash for Apps - Free Gift Cards,4.5337257,217942.0,0.0,True,Entertainment,379285.0,"10,000,000+",Varies with device,Everyone,
com.viewer.comicscreen,https://play.google.com/store/apps/details?id=com.viewer.comicscreen&hl=en&gl=us,True,True,"Jun 3, 2014",ComicScreen - ComicViewer,4.7012987,14621.0,0.0,True,Comics,42490.0,"1,000,000+",18M,Everyone,
com.kakao.talk,https://play.google.com/store/apps/details?id=com.kakao.talk&hl=en&gl=us,True,True,"Aug 23, 2010",KakaoTalk: Free Calls & Text,4.0418367,855587.0,0.0,True,Communication,2876396.0,"100,000,000+",105M,Everyone,
com.musicops.vanillamusicdownload,https://play.google.com/store/apps/details?id=com.musicops.vanillamusicdownload&hl=en&gl=us,True,True,"Sep 27, 2019",Download Music Mp3,4.013364,17626.0,0.0,True,Music & Audio,30969.0,"5,000,000+",9.0M,Teen,Diverse Content: Discretion Advised
pl.planmieszkania.android,https://play.google.com/store/apps/details?id=pl.planmieszkania.android&hl=en&gl=us,True,True,"Sep 30, 2012",Floor Plan Creator,4.0067115,23996.0,0.0,True,Art & Design,61650.0,"10,000,000+",Varies with device,Everyone,
br.com.snapdark.whatlisten.app,https://play.google.com/store/apps/details?id=br.com.snapdark.whatlisten.app&hl=en&gl=us,True,True,"Oct 20, 2019",Free Music player MP3 - Whatlisten,4.6710773,24717.0,0.0,True,Music & Audio,43615.0,"1,000,000+",8.4M,Teen,Language
com.nra.flyermaker,https://play.google.com/store/apps/details?id=com.nra.flyermaker&hl=en&gl=us,True,True,"Feb 17, 2018","Poster Maker, Flyer Maker, Social Media Post Maker",4.6241207,4578.0,0.0,True,Art & Design,10060.0,"500,000+",9.9M,Everyone,
com.eventbrite.attendee,https://play.google.com/store/apps/details?id=com.eventbrite.attendee&hl=en&gl=us,,,"Jan 25, 2012",Eventbrite - Discover popular events & nearby fun,4.613043,35828.0,0.0,True,Entertainment,113012.0,"10,000,000+",15M,Everyone,
com.tencent.wecomic,https://play.google.com/store/apps/details?id=com.tencent.wecomic&hl=en&gl=us,,,"Mar 3, 2019",WeComics,4.0195026,12128.0,0.0,True,Comics,26329.0,"1,000,000+",8.8M,Teen,Diverse Content: Discretion Advised
com.dgmh.easycurrency,https://play.google.com/store/apps/details?id=com.dgmh.easycurrency&hl=en&gl=us,True,True,"Sep 29, 2014",Currency Easy Converter - Real-Time Exchange Rates,4.464241,2792.0,0.0,True,Finance,8014.0,"500,000+",7.3M,Everyone,
com.luckystars.hairstylesstepbystep,https://play.google.com/store/apps/details?id=com.luckystars.hairstylesstepbystep&hl=en&gl=us,True,True,"Mar 15, 2019",Hairstyles step by step for girls,4.033219,10137.0,0.0,True,Beauty,17747.0,"5,000,000+",4.5M,Everyone,
com.houzz.app,https://play.google.com/store/apps/details?id=com.houzz.app&hl=en&gl=us,True,True,"Dec 18, 2012",Houzz - Home Design & Remodel,4.696834,94974.0,0.0,True,House & Home,380830.0,"10,000,000+",17M,Everyone,
com.sec.android.app.shealth,https://play.google.com/store/apps/details?id=com.sec.android.app.shealth&hl=en&gl=us,True,True,"Apr 7, 2015",Samsung Health,4.317807,316922.0,0.0,True,Health & Fitness,978199.0,"1,000,000,000+",78M,Everyone,
com.busuu.android.enc,https://play.google.com/store/apps/details?id=com.busuu.android.enc&hl=en&gl=us,,,"Jul 29, 2011",Busuu: Language Learning - Learn Spanish & French,4.4242425,131646.0,0.0,True,Education,359405.0,"10,000,000+",16M,Everyone 10+,
com.gameloft.anmp.disney.adventure,https://play.google.com/store/apps/details?id=com.gameloft.anmp.disney.adventure&hl=en&gl=us,True,True,"Jan 28, 2020",Disney Getaway Blast,4.6476345,11185.0,0.0,True,Puzzle,43276.0,"1,000,000+",172M,Everyone,
madlipz.eigenuity.com,https://play.google.com/store/apps/details?id=madlipz.eigenuity.com&hl=en&gl=us,True,True,"Jun 9, 2016",MadLipz - Instant Dub and Sub,4.480529,150841.0,0.0,True,Entertainment,323704.0,"10,000,000+",21M,Teen,
com.google.android.apps.magazines,https://play.google.com/store/apps/details?id=com.google.android.apps.magazines&hl=en&gl=us,True,True,"Jun 27, 2012",Google News: Top World & Local News Headlines,4.426419,309050.0,0.0,True,News & Magazines,1300331.0,"1,000,000,000+",Varies with device,Teen,
com.imdb.mobile,https://play.google.com/store/apps/details?id=com.imdb.mobile&hl=en&gl=us,True,True,"Jun 29, 2010","IMDb Movies & TV Shows: Trailers, Reviews, Tickets",4.5465846,151515.0,0.0,True,Entertainment,717106.0,"100,000,000+",Varies with device,Teen,
com.azarlive.android,https://play.google.com/store/apps/details?id=com.azarlive.android&hl=en&gl=us,True,True,"Oct 28, 2013",Azar,4.046054,633468.0,0.0,True,Communication,1490364.0,"100,000,000+",Varies with device,Mature 17+,
tools.widget.light.flashlight,https://play.google.com/store/apps/details?id=tools.widget.light.flashlight&hl=en&gl=us,True,True,"Nov 26, 2014",LED Flashlight,4.5373883,49826.0,0.0,True,Tools,212467.0,"10,000,000+",4.4M,Everyone,
com.sega.sprint,https://play.google.com/store/apps/details?id=com.sega.sprint&hl=en&gl=us,True,True,"Nov 15, 2017",Sonic Forces – Multiplayer Racing & Battle Game,4.3588505,216767.0,0.0,True,Adventure,429720.0,"10,000,000+",43M,Everyone,Mild Fantasy Violence
net.lovoo.android,https://play.google.com/store/apps/details?id=net.lovoo.android&hl=en&gl=us,True,True,"Oct 22, 2011",LOVOO ®,3.9394307,311034.0,0.0,True,Social,984850.0,"50,000,000+",Varies with device,Mature 17+,
com.graph.weather.forecast.channel,https://play.google.com/store/apps/details?id=com.graph.weather.forecast.channel&hl=en&gl=us,True,True,"Nov 2, 2017",Weather forecast,4.7116423,198741.0,0.0,True,Weather,582069.0,"10,000,000+",10M,Everyone,
com.and.wareternal,https://play.google.com/store/apps/details?id=com.and.wareternal&hl=en&gl=us,,,"Apr 22, 2019",War Eternal - Epic Kingdoms,4.425973,9651.0,0.0,True,Strategy,23903.0,"1,000,000+",67M,Teen,"Violence, Blood"
com.famousringtones2017.topringtones2017.funnyringtones2018,https://play.google.com/store/apps/details?id=com.famousringtones2017.topringtones2017.funnyringtones2018&hl=en&gl=us,True,True,"Nov 14, 2017",Super Funny Ringtones 2020 🔔,4.4408164,4027.0,0.0,True,Libraries & Demo,9967.0,"500,000+",25M,Everyone,
